2026-05-27 21:34:47.577 | INFO    | __main__:run_sign_in:943 - ============================================================
2026-05-27 21:34:54.923 | DEBUG   | __main__:log_http_details:77 - Response Body: {"code":200,"message":"success","timestamp":1779888894}
2026-05-27 21:34:54.923 | DEBUG   | __main__:log_http_details:78 - =============================
2026-05-27 21:34:54.924 | SUCCESS | __main__:send_bark_notification:468 - Bark 消息推送成功
2026-05-27 21:34:55.900 | DEBUG   | __main__:log_http_details:66 - === HTTP Request Details ===
2026-05-27 21:34:55.900 | DEBUG   | __main__:log_http_details:67 - Method: GET | URL: https://api.weixin.qq.com/cgi-bin/token?grant_type=client_credential&appid=wx2aae0401b2d24931&secret=447916ef9efbef70867646f78ae9dd07
2026-05-27 21:34:55.900 | DEBUG   | __main__:log_http_details:74 - === HTTP Response Details ===
2026-05-27 21:34:55.900 | DEBUG   | __main__:log_http_details:75 - Status Code: 200
2026-05-27 21:34:55.900 | DEBUG   | __main__:log_http_details:76 - Response Headers: {'Connection': 'keep-alive', 'Content-Type': 'application/json; encoding=utf-8', 'Date': 'Wed, 27 May 2026 13:34:55 GMT', 'Content-Length': '174'}
2026-05-27 21:34:55.900 | DEBUG   | __main__:log_http_details:77 - Response Body: {"access_token":"104_hglASGLAlp44qc0-4lmn4f8sOKqei8jQO6ykaMLOzOTW3w0ldkFNJNQdsh3ZprNwEYBgdbnazLYasN14iRQhYthBy0Fp-nCg_bQIxbf-yKMVxfOAxcx4kw4USZIRNYjAFAHDO","expires_in":7200}
2026-05-27 21:34:55.900 | DEBUG   | __main__:log_http_details:78 - =============================
2026-05-27 21:34:57.252 | DEBUG   | __main__:log_http_details:66 - === HTTP Request Details ===
2026-05-27 21:34:57.252 | DEBUG   | __main__:log_http_details:67 - Method: POST | URL: https://api.weixin.qq.com/cgi-bin/message/template/send?access_token=104_hglASGLAlp44qc0-4lmn4f8sOKqei8jQO6ykaMLOzOTW3w0ldkFNJNQdsh3ZprNwEYBgdbnazLYasN14iRQhYthBy0Fp-nCg_bQIxbf-yKMVxfOAxcx4kw4USZIRNYjAFAHDO
2026-05-27 21:34:57.252 | DEBUG   | __main__:log_http_details:71 - Request Body: {'touser': 'o7iqgvsJbAKi_x9euYo8Pz-lPMV8', 'template_id': 'ZqwbIFo19egPmyPnIYOo9LDZAREqUioIeUJ0eUEYUks', 'data': {'content': {'value': '🔔 今日无需打卡', 'color': '#173177'}}}
2026-05-27 21:34:57.252 | DEBUG   | __main__:log_http_details:74 - === HTTP Response Details ===
2026-05-27 21:34:57.252 | DEBUG   | __main__:log_http_details:75 - Status Code: 200
2026-05-27 21:34:57.252 | DEBUG   | __main__:log_http_details:76 - Response Headers: {'Connection': 'keep-alive', 'Content-Type': 'application/json; encoding=utf-8', 'Date': 'Wed, 27 May 2026 13:34:57 GMT', 'Content-Length': '55'}
2026-05-27 21:34:57.252 | DEBUG   | __main__:log_http_details:77 - Response Body: {"errcode":0,"errmsg":"ok","msgid":4534824875756388355}
2026-05-27 21:34:57.252 | DEBUG   | __main__:log_http_details:78 - =============================
2026-05-27 21:34:57.252 | SUCCESS | __main__:send_wechat_notification:406 - 微信测试号模板消息推送成功
